pe_ratio,debt_to_equity,roe,revenue_growth,rsi,macd_signal,bollinger_position,volume_ratio,market_cap,sector,news_sentiment,analyst_rating,future_return
11.68,1.62,0.1123,0.0996,58.04,0.9474,0.6189,1.48,39962.52,Consumer,-0.0216,2.87,0.0106
32.42,3.74,0.249,0.1122,27.15,1.0137,0.2934,0.98,1490.38,Technology,0.3045,4.12,0.1057
29.29,2.45,0.0641,0.0216,42.52,2.5399,0.9367,2.38,22365.25,Healthcare,-1.0484,2.38,-0.3
7.39,1.01,0.1248,0.3794,20.75,-2.4165,0.7947,1.23,1052.91,Consumer,0.2425,1.04,-0.0267
4.24,0.88,0.2336,-0.0418,63.3,1.838,0.6496,1.19,2453.45,Finance,-0.767,2.36,-0.1395
10.36,2.69,0.1416,0.1116,42.56,0.0329,0.2845,1.13,15253.45,Consumer,0.7068,4.86,0.3
6.42,2.09,-0.0085,0.0973,1.61,-0.7562,0.7013,0.53,11661.37,Technology,1.2091,4.12,0.3
11.58,1.83,0.1604,0.2313,2.82,-2.2985,0.2892,0.64,20458.44,Technology,-0.9928,2.27,-0.198
32.78,0.99,0.027,0.2455,47.11,1.2132,0.0376,0.97,224.94,Consumer,-0.9895,1.89,-0.3
8.45,2.37,0.2325,0.0752,18.32,-1.8444,0.5084,0.98,5952.25,Finance,1.1614,4.24,0.3
11.77,1.05,0.0542,0.1236,58.5,1.0356,0.4887,1.34,24294.3,Consumer,0.3824,1.8,-0.0478
12.76,1.55,0.3576,0.1293,40.82,3.8557,0.763,0.72,36197.57,Healthcare,0.4545,3.32,0.218
24.02,3.93,0.2374,-0.2608,65.44,1.96,0.8657,1.04,41255.76,Finance,-1.1617,3.03,-0.3
2.02,1.11,0.0563,-0.1583,95.24,2.7829,0.3545,1.05,13393.39,Energy,0.4186,2.69,0.0641
7.5,0.64,0.1216,-0.0108,52.87,-1.438,0.4495,1.07,3795.43,Finance,0.0617,2.7,-0.0015
14.43,0.88,0.1803,-0.0042,78.74,1.5255,0.4704,1.01,22091.36,Consumer,0.9116,3.81,0.2678
31.82,2.99,0.1827,-0.0999,75.3,-2.2884,0.3242,0.5,4449.62,Consumer,0.6571,1.41,-0.1426
8.22,1.92,0.1554,0.1924,92.18,-0.467,0.7434,0.32,49124.48,Energy,-0.1901,2.58,-0.0186
2.71,1.53,0.2202,0.0803,21.4,3.4825,0.5221,0.62,19046.07,Technology,-0.6672,4.87,0.1642
20.0,1.21,0.1102,0.0478,82.73,-1.2157,0.914,0.77,7162.08,Consumer,0.7677,4.11,0.2311
7.33,2.21,0.0907,-0.1084,90.55,2.2227,0.6503,0.55,1740.64,Technology,0.4579,1.08,-0.087
4.7,0.99,0.0923,0.0733,39.28,2.0313,0.2119,0.97,76035.14,Technology,-1.5962,2.79,-0.2799
7.39,1.98,0.1887,-0.314,31.38,2.1495,0.1648,1.72,24787.6,Healthcare,-0.8539,1.47,-0.3
10.51,1.06,0.1492,0.0556,95.2,-2.534,0.3724,1.44,543583.91,Technology,0.8666,2.94,0.205
7.51,0.96,0.1433,0.0895,62.76,1.0504,0.3469,1.26,23212.32,Finance,-1.8174,1.41,-0.3
2.09,1.12,0.1836,0.1163,38.07,-0.3132,0.4071,1.64,27442.1,Technology,-0.9258,2.56,-0.1228
24.97,1.32,-0.0441,-0.1546,79.18,2.177,0.1836,0.63,432.45,Healthcare,1.0714,3.18,0.0786
33.78,1.6,0.1448,0.1137,30.45,-3.31,0.9782,0.8,15077.65,Consumer,-0.9167,2.47,-0.3
20.52,1.9,0.1375,-0.0762,17.64,0.7356,0.1457,1.36,4302.47,Consumer,-1.6748,3.31,-0.3
4.9,0.18,0.2535,-0.0419,54.4,0.4528,0.6526,0.79,42313.63,Energy,-0.7446,4.94,0.1159
10.37,1.02,-0.0023,0.1877,56.62,-3.9802,0.0131,0.81,15825.36,Technology,-0.7098,1.98,-0.2359
12.12,1.3,0.2446,0.3821,82.57,-1.7708,0.407,2.54,58136.35,Finance,-0.5538,3.26,0.0485
19.67,4.07,0.126,0.0877,45.7,-3.6603,0.3092,1.05,576765.03,Energy,-0.3392,2.89,-0.0917
20.79,0.86,0.1591,-0.0426,81.46,-1.4527,0.382,2.42,1641.35,Energy,0.4079,4.24,0.1577
6.77,1.82,0.2541,0.1083,31.13,1.0984,0.4981,0.4,53820.68,Healthcare,1.3465,2.26,0.3
13.01,4.04,0.1649,0.2209,57.54,0.3907,0.6004,0.73,31798.88,Consumer,-1.1764,3.55,-0.1244
17.56,0.75,0.152,0.1731,20.85,0.3388,0.5835,1.23,424467.01,Technology,-1.0268,3.77,-0.1293
39.04,2.09,0.1394,0.4915,38.54,-2.0795,0.6307,1.05,33215.41,Technology,0.8862,4.9,0.2811
21.4,1.02,0.0813,-0.0273,85.75,2.2409,0.8445,0.36,26979.18,Consumer,1.5788,1.61,0.0881
22.9,1.22,0.1177,0.1178,21.6,-0.0376,0.8867,0.89,44484.96,Healthcare,-1.4228,4.99,-0.1267
13.03,1.02,0.0628,0.3123,81.02,0.0674,0.7373,3.44,51150.74,Healthcare,0.1503,3.88,0.1562
37.65,1.06,0.1164,0.3029,28.29,1.8808,0.0789,1.13,148559.42,Healthcare,0.5191,2.83,-0.0271
16.91,8.44,-0.0669,-0.2125,3.45,-1.9827,0.9613,1.35,1573.79,Finance,-0.1185,2.05,-0.2457
6.12,2.74,0.1543,0.0795,10.99,0.4571,0.9474,0.72,3697.17,Technology,-1.6726,3.51,-0.1954
37.44,3.19,0.1103,0.3027,74.59,0.8469,0.7117,1.13,260555.78,Healthcare,1.5821,1.57,0.084
21.29,2.21,0.0931,0.5136,26.21,-1.0911,0.5174,0.99,161.19,Healthcare,-2.4447,4.79,-0.2701
8.55,0.63,0.1376,0.1856,65.41,1.3047,0.2506,1.75,6839.99,Consumer,-2.2519,1.74,-0.3
8.3,2.09,0.0053,0.0248,69.92,0.9542,0.7564,1.72,10928.4,Energy,0.3155,4.1,0.1806
15.44,3.14,0.2743,-0.0714,34.51,-0.2024,0.8779,1.23,5688.35,Energy,-0.373,2.38,-0.119
17.65,0.99,0.1118,0.4128,47.49,-0.2643,0.6652,1.04,191357.0,Energy,0.8163,1.86,0.0851
14.27,2.94,0.1083,0.1893,40.38,1.0471,0.6291,0.43,20991.56,Technology,-1.6953,4.23,-0.1862
15.63,2.52,0.0428,-0.0472,94.73,1.5769,0.193,0.42,3734.51,Finance,0.2123,4.55,0.1397
47.46,5.01,0.1219,0.0495,31.99,0.1258,0.3578,1.04,2278.29,Technology,1.8375,1.02,-0.0587
28.71,1.28,0.231,0.1265,18.33,2.2404,0.7231,1.55,14237.74,Consumer,-0.6605,4.9,0.0141
14.19,0.85,0.2029,0.1616,36.56,1.3171,0.0169,1.95,83442.08,Healthcare,0.7214,2.69,0.1769
25.87,1.33,0.1884,-0.0549,66.95,-3.5769,0.6413,0.64,10687.35,Technology,0.6074,1.38,-0.1151
5.33,3.9,0.1637,-0.0121,69.74,-2.8098,0.7667,0.47,6192.9,Energy,-0.2388,2.81,-0.0099
16.75,0.55,0.0913,-0.1679,92.41,2.3645,0.3347,1.59,2017.13,Finance,1.7009,1.47,0.1153
51.8,0.48,0.004,0.236,88.18,-0.4935,0.0762,0.67,17121.28,Consumer,0.0292,2.04,-0.3
10.23,1.74,0.1039,0.0288,28.83,0.3284,0.8191,0.45,15323.47,Healthcare,-0.5524,3.23,-0.0729
6.18,1.26,0.1011,0.1499,45.52,2.2786,0.1418,0.78,1903.72,Finance,0.0714,2.44,0.0232
7.23,1.66,0.2039,0.2933,74.73,-0.0128,0.3708,0.77,63122.49,Technology,-2.3736,1.91,-0.3
5.1,2.91,0.1448,0.113,91.65,0.0745,0.7073,1.93,245754.07,Technology,-1.9033,1.79,-0.3
6.5,1.18,0.249,0.0631,33.72,-1.7375,0.817,1.54,8937.36,Finance,-0.0736,3.55,0.1428
9.06,0.54,0.2158,0.1091,44.44,0.74,0.8624,0.69,14828.04,Finance,0.5418,4.64,0.3
3.96,5.62,0.0835,0.0895,89.95,1.173,0.5304,2.01,889.03,Healthcare,-1.1092,1.23,-0.3
12.34,0.91,-0.0236,0.2669,35.85,-1.1558,0.4759,1.06,35396.88,Energy,-1.8402,1.98,-0.3
25.07,0.87,0.2308,0.1266,48.05,-1.844,0.8483,1.7,20503.45,Finance,-0.6417,3.66,-0.0814
5.89,3.2,0.2288,-0.0017,90.45,5.2526,0.5631,1.94,4220.85,Healthcare,-0.1943,4.95,0.2238
41.08,1.31,0.0107,0.2372,80.22,-0.1858,0.5787,0.88,1831.73,Finance,1.9332,3.73,0.2883
18.33,1.59,0.2407,0.2646,24.34,-1.3674,0.434,1.33,326159.07,Finance,0.4521,1.21,-0.0314
27.78,2.2,0.1506,-0.1207,32.48,1.4132,0.3728,0.82,17422.9,Energy,0.6221,1.72,-0.1027
7.2,3.16,0.1329,0.3099,35.3,-0.1016,0.4805,1.59,1292.92,Healthcare,1.6442,2.39,0.3
24.13,1.35,0.2492,0.1347,91.27,-2.1715,0.3648,1.05,44850.44,Technology,1.9799,1.63,0.2337
5.09,4.1,0.2276,0.1225,99.89,0.9661,0.3435,1.62,12827.09,Healthcare,0.8573,1.73,0.1578
24.83,0.46,0.1721,0.231,77.4,-1.7062,0.9937,2.14,9115.98,Healthcare,0.8721,2.09,0.0671
13.98,2.6,0.1579,-0.005,48.43,3.1529,0.3362,1.31,57360.69,Healthcare,-0.7275,2.49,-0.1938
18.97,1.0,0.1693,0.2231,1.02,0.989,0.2564,0.95,43.57,Energy,-0.305,2.57,-0.0751
4.76,3.76,0.088,0.0235,69.75,-0.5538,0.3539,0.96,218.31,Energy,-0.7186,3.0,-0.0919
5.95,1.8,0.1156,-0.1412,38.94,0.2187,0.5908,0.23,127827.56,Consumer,0.7055,4.71,0.3
19.64,1.1,0.0478,-0.0697,63.3,1.8066,0.911,0.7,6261.38,Technology,0.512,4.97,0.2103
5.7,2.45,0.0934,0.1651,60.67,0.3719,0.7879,1.59,3451.12,Energy,1.2629,1.08,0.1362
17.65,2.82,0.0907,-0.0618,48.08,4.2442,0.8422,1.62,558.07,Energy,0.9725,2.98,0.1327
4.08,2.42,0.0692,0.3215,94.44,2.2717,0.859,0.69,11940.59,Healthcare,-0.3921,4.01,0.1238
24.01,0.89,0.1309,0.2584,2.31,0.9752,0.9205,1.09,15283.23,Healthcare,0.444,1.29,-0.1069
4.54,1.23,0.0941,0.28,71.21,-1.874,0.2351,0.91,144585.93,Finance,1.8816,4.76,0.3
18.95,1.64,0.1602,0.0987,40.98,-0.2938,0.4584,1.41,17066.8,Finance,-0.1195,4.75,0.1377
20.1,1.61,-0.0098,0.1187,71.38,0.9577,0.3852,3.02,4422.16,Finance,0.1113,1.83,-0.1608
6.98,2.59,0.1109,-0.0991,67.52,-1.6457,0.3819,1.43,18239.66,Energy,-0.2438,4.14,0.0738
19.41,0.49,0.1305,0.2294,1.02,2.5869,0.6523,0.72,74531.5,Finance,0.1966,3.33,0.0911
15.0,2.01,0.0951,0.137,28.53,-1.9483,0.4018,0.96,48167.48,Technology,0.282,1.14,-0.1257
7.92,1.39,0.1062,0.1651,18.91,-1.2745,0.6163,2.02,28081.59,Finance,0.9839,2.19,0.1723
5.44,1.0,-0.0068,0.3332,16.7,-1.1246,0.3823,0.49,14032.95,Consumer,-0.5451,2.05,-0.1339
2.53,1.06,0.1485,-0.0109,72.85,1.4876,0.3111,0.74,2533.47,Consumer,0.2645,4.52,0.2916
16.11,1.45,0.1718,0.0611,23.96,-1.6099,0.3531,1.43,1027.01,Healthcare,-1.2312,4.59,-0.0889
3.48,0.19,0.1595,0.129,47.47,-3.6,0.8038,1.91,748.44,Energy,-1.1622,1.14,-0.3
13.15,1.08,0.2031,-0.0603,24.7,2.1761,0.6011,1.36,17817.43,Consumer,0.9913,3.97,0.3
9.87,0.97,0.1361,0.0519,58.02,-0.8888,0.974,0.74,21950.83,Technology,-1.4334,1.48,-0.3
20.97,2.27,0.1583,0.1539,72.06,-2.137,0.8327,1.31,72302.14,Healthcare,0.5292,4.16,0.2057
9.57,1.02,0.1325,0.0312,33.11,-1.5097,0.4858,1.23,24920.94,Consumer,-0.8607,4.38,-0.0014
9.36,1.45,0.175,0.2763,60.3,3.4335,0.2424,1.19,66286.59,Finance,-1.2763,1.24,-0.3
21.88,4.16,-0.0062,-0.1466,82.49,-1.3141,0.6739,0.95,6241.07,Consumer,0.4445,2.31,-0.1055
15.93,2.99,0.0485,0.2484,9.42,-0.2467,0.7266,1.03,37861.31,Consumer,2.3344,2.52,0.3
15.69,2.83,0.247,0.1792,71.07,-0.8938,0.4642,0.64,1093.41,Healthcare,0.4577,4.82,0.3
17.73,1.22,-0.0768,-0.0053,32.31,-2.4653,0.2299,3.46,7184.12,Energy,-0.4126,2.48,-0.2392
3.57,2.28,0.1088,-0.0587,12.26,-1.4854,0.5572,1.08,207.89,Finance,-0.6539,2.02,-0.1785
22.32,1.43,0.2138,-0.232,54.57,-2.6022,0.2538,1.32,8631.46,Finance,-0.8848,3.48,-0.2123
19.89,1.47,0.1125,-0.0393,22.63,1.9118,0.94,0.9,93861.26,Finance,-0.2164,1.64,-0.2376
5.4,2.11,0.0876,0.2371,82.14,0.2018,0.6289,1.53,9324.69,Finance,0.8783,3.5,0.3
10.02,1.15,0.1304,0.0716,4.29,4.9654,0.2919,0.52,34325.71,Energy,0.1194,2.83,0.0306
11.81,4.04,0.0918,0.2544,9.87,-1.4178,0.2157,0.42,13993.81,Finance,-0.1819,3.93,0.1011
10.94,1.5,0.1225,-0.013,52.1,-1.7177,0.7167,0.98,2589.31,Energy,-1.6445,3.32,-0.2781
15.91,2.39,0.0653,0.1861,58.89,3.0675,0.7078,2.79,5578.66,Healthcare,-1.2966,1.71,-0.3
38.29,3.95,0.2087,-0.0276,72.99,2.116,0.5971,1.83,85765.23,Technology,-1.0607,4.75,-0.1857
28.95,3.06,0.2339,-0.0648,25.93,0.7695,0.6143,0.67,33973.91,Energy,-0.3569,2.8,-0.178
4.26,0.71,0.1093,0.0639,84.18,-2.2274,0.6039,1.29,2356.21,Finance,-0.0932,3.98,0.1468
20.04,2.15,0.0091,-0.0197,95.31,3.49,0.3601,0.73,505.25,Healthcare,1.6816,3.13,0.2377
35.27,2.75,0.0781,-0.1514,49.9,-0.1442,0.9374,1.24,12255.05,Healthcare,0.223,4.46,0.0118
16.6,2.82,0.1053,0.0527,76.05,-0.8614,0.4793,1.29,2530.67,Consumer,-0.4016,2.35,-0.1754
29.16,0.85,0.1604,0.096,52.48,2.2859,0.0203,1.59,5682.41,Consumer,0.8317,3.56,0.1567
60.94,1.11,0.0394,0.2703,6.95,-0.0446,0.3484,0.46,441.93,Technology,0.9579,1.32,-0.2785
27.63,2.99,0.0585,0.2205,32.61,-2.3313,0.1303,0.53,64958.62,Technology,0.1229,1.31,-0.2147
14.87,1.04,0.1609,0.263,8.75,0.0806,0.3634,0.96,6674.47,Consumer,-0.1689,4.37,0.149
28.11,1.38,0.1951,0.1881,98.89,-1.5627,0.6083,0.6,9039.15,Consumer,1.41,4.27,0.3
13.68,4.24,0.0703,0.1299,22.9,-6.0187,0.0227,0.57,1531.71,Healthcare,0.2127,2.44,0.0166
12.42,1.6,0.0133,-0.1043,63.59,-1.7634,0.8702,1.15,4652.83,Energy,-1.2228,3.7,-0.2282
9.2,1.07,0.3827,0.1025,28.43,-1.0555,0.6103,0.63,10351.84,Consumer,-0.349,4.32,0.1695
42.55,0.97,0.1827,0.1695,65.32,-2.3113,0.2954,3.09,2376.74,Finance,0.3902,1.58,-0.1971
6.33,2.01,0.0986,0.2986,21.04,1.1505,0.3112,0.77,5262.05,Energy,-0.3937,4.94,0.2187
41.51,0.74,0.1895,0.1829,78.53,-1.5549,0.4657,0.87,129648.58,Energy,0.5466,4.54,0.144
18.17,1.42,0.11,0.2661,11.08,0.9569,0.2481,1.16,244.67,Finance,-1.4713,3.76,-0.2182
3.98,2.01,0.1894,-0.0748,89.52,-2.4666,0.0043,0.47,11720.84,Finance,0.8724,3.17,0.2461
16.35,3.59,0.1328,0.031,84.04,1.8184,0.0266,1.29,1684.24,Finance,-0.3935,4.58,0.0681
2.27,2.46,0.1273,0.1444,67.88,-2.553,0.3577,1.19,117357.48,Healthcare,-0.5674,3.96,0.0785
20.09,1.07,0.1109,0.2541,6.74,-4.6831,0.1242,0.84,5645.11,Consumer,0.8303,3.34,0.1922
24.73,3.34,0.0042,0.0582,20.86,2.4745,0.0224,1.15,997.94,Consumer,-0.0536,4.57,0.0489
7.58,1.38,0.275,0.0676,85.94,-1.7118,0.8593,1.24,5264.7,Healthcare,-0.5762,1.84,-0.1497
13.45,0.79,0.0447,0.1831,12.2,3.5139,0.2741,2.05,16305.68,Energy,-0.144,1.98,-0.1347
58.17,1.49,0.0112,-0.0889,15.59,1.1292,0.5031,3.49,2087014.04,Healthcare,-0.1464,4.72,-0.2085
8.13,3.91,0.103,0.3211,54.4,1.5805,0.1794,0.59,119.15,Consumer,-0.509,1.27,-0.1958
5.22,1.82,0.0431,-0.0519,27.42,2.0909,0.0467,0.52,736.4,Technology,0.3259,1.18,-0.1053
39.86,1.66,0.1159,-0.2078,22.21,0.2254,0.7449,1.05,110242.5,Healthcare,-0.0799,4.17,-0.1216
58.56,4.4,0.175,0.0815,57.58,0.2481,0.125,0.35,396.26,Technology,0.8296,2.66,-0.1488
12.22,0.7,0.1996,0.3348,37.26,2.5627,0.0257,1.38,8260.69,Technology,-1.6249,4.67,-0.0737
27.36,0.76,0.1852,0.168,14.06,0.2227,0.5872,1.06,3081.8,Finance,0.0547,2.2,-0.1013
35.63,0.63,0.0955,0.1927,53.49,-1.4564,0.0135,1.2,2251.05,Finance,1.3392,2.15,0.0583
6.73,2.06,0.124,0.0862,38.7,1.1715,0.4363,0.86,5742.3,Finance,-0.5291,4.83,0.1412
8.26,1.82,0.1526,0.0571,73.45,-4.2273,0.2888,1.14,4165.68,Technology,-0.2185,3.22,0.0221
32.61,4.16,-0.0206,-0.1517,10.28,2.6391,0.3194,1.27,67112.34,Consumer,1.3607,3.45,0.1101
46.9,1.91,0.1656,-0.2589,62.06,2.6809,0.0039,1.11,115449.61,Finance,-2.3336,4.59,-0.3
19.11,1.29,0.0034,0.1094,43.65,2.3963,0.9643,0.51,19007.86,Finance,1.5714,2.52,0.2102
6.03,1.65,0.2832,0.2769,40.61,2.3195,0.517,1.09,5053.59,Energy,0.5269,1.99,0.155
59.72,1.77,0.0876,0.1316,23.23,-0.1684,0.5725,2.53,13587.96,Technology,0.0004,3.28,-0.2476
7.97,0.6,0.1052,0.1735,3.04,-0.2134,0.6661,1.13,40540.27,Technology,0.9549,2.64,0.2257
9.32,8.38,0.0584,0.3176,84.77,-2.4593,0.7975,1.07,60077.86,Finance,-0.2876,1.65,-0.1195
16.02,2.25,0.0696,0.1293,32.64,3.4961,0.6079,2.18,16985.13,Energy,-1.0619,1.47,-0.3
42.24,1.87,0.3019,0.0616,68.11,-0.97,0.7622,0.69,172012.62,Energy,-0.3445,3.9,-0.1136
24.12,2.38,0.1952,-0.0428,94.76,0.6798,0.4487,1.56,2361.32,Healthcare,-0.3737,1.14,-0.3
16.98,2.52,-0.0039,0.3833,56.5,0.5081,0.3713,0.77,79214.34,Healthcare,-0.4315,3.11,-0.0798
17.65,1.52,0.2403,0.159,39.71,-2.6808,0.8231,1.72,33147.41,Finance,0.2648,2.32,0.0243
12.61,1.13,0.2155,-0.0615,26.83,-3.4894,0.8653,1.49,2392.27,Technology,0.073,1.6,-0.0951
19.04,2.36,0.0975,-0.0957,93.4,0.0112,0.1378,0.81,12905.02,Energy,0.2125,4.56,0.1158
1.61,2.08,0.1445,0.268,68.21,-0.9075,0.5427,0.88,14807.06,Energy,1.4429,3.96,0.3
9.61,1.01,0.1188,-0.0756,66.53,-0.1789,0.6836,1.63,6099.34,Energy,-0.2873,4.09,0.051
14.78,3.86,0.2778,0.3581,42.62,2.1308,0.0836,0.4,5967.77,Technology,1.4069,2.74,0.3
4.85,1.97,0.0563,-0.3335,84.5,0.4499,0.9296,0.8,383.89,Healthcare,1.2803,3.59,0.2834
16.59,2.55,0.1317,0.2934,71.37,1.517,0.5201,1.36,2041.55,Finance,-2.0657,1.36,-0.3
10.34,3.8,0.0857,0.153,28.32,0.8907,0.6455,0.86,5030.4,Healthcare,-1.1852,1.56,-0.3
49.62,1.67,0.0054,0.0978,59.96,-0.6327,0.1782,1.07,2578.24,Energy,-1.2544,2.29,-0.3
42.88,1.99,0.2953,0.0537,43.02,-2.0036,0.2644,0.36,1463.63,Energy,1.5834,2.83,0.1506
8.39,2.68,0.0255,0.3636,0.66,0.5294,0.121,0.65,67655.42,Technology,-0.0467,1.38,-0.1009
10.8,1.07,0.1376,0.1861,80.76,0.1678,0.264,1.4,6582.37,Technology,-0.4238,3.26,-0.0091
11.48,1.7,-0.0193,-0.0555,12.28,1.8303,0.4924,0.69,617530.32,Technology,-1.283,1.96,-0.3
8.49,1.78,0.0881,-0.1778,51.0,-0.3018,0.8336,0.52,12651.04,Finance,1.0213,4.1,0.3
14.24,0.93,0.1538,0.1066,33.62,-0.5947,0.5337,1.7,64881.02,Consumer,-0.3694,1.0,-0.2531
6.64,6.62,0.054,0.0798,34.21,-0.459,0.2445,1.29,5344.14,Consumer,-2.1028,4.46,-0.2187
4.93,0.71,0.1669,-0.148,47.74,-1.8375,0.0446,0.58,2157.38,Finance,1.6989,3.93,0.3
20.05,0.76,0.0985,0.0717,99.7,2.8938,0.622,1.07,13707.5,Finance,-0.0356,3.18,-0.0346
20.16,3.63,0.2128,-0.0061,40.84,2.2793,0.4202,0.59,108123.8,Finance,1.217,3.95,0.3
6.4,2.53,0.2289,0.0814,18.23,-2.4261,0.9844,0.93,6780.83,Healthcare,-0.0008,2.46,0.0413
24.94,0.89,0.0731,0.1889,61.36,1.6079,0.7798,1.09,19802.36,Finance,-0.5106,1.65,-0.3
7.35,2.37,0.1261,0.3039,23.63,-3.69,0.8084,0.67,13563.27,Healthcare,-0.0188,1.04,-0.0717
14.92,3.98,0.1347,0.2163,10.55,1.9706,0.0122,1.45,6660.82,Technology,0.4348,3.19,0.1416
23.48,1.62,0.1695,-0.0282,5.02,-1.3927,0.7778,1.57,7378.69,Energy,-0.7147,2.17,-0.2879
11.86,7.84,0.1212,0.1353,2.29,0.7198,0.1946,1.14,1099.98,Consumer,-1.8142,1.85,-0.3
17.53,0.59,0.1352,0.0895,43.12,-3.859,0.5858,1.23,7925.36,Energy,-2.2518,4.47,-0.3
8.06,2.5,0.1005,-0.1198,42.67,-2.3974,0.4474,0.48,29929.14,Consumer,0.0545,3.9,0.0952
10.41,3.32,0.1292,0.1397,18.55,0.9374,0.5716,1.98,14638.7,Technology,0.3644,4.96,0.3
10.33,2.81,0.2238,0.3585,78.4,-1.4018,0.1334,0.96,11711.9,Consumer,-0.171,3.65,0.1413
6.7,1.46,0.1717,0.0849,12.93,-1.6799,0.4569,0.63,34545.17,Technology,-0.9886,4.58,0.0306
10.58,1.39,0.1761,-0.1591,91.53,2.7917,0.0369,1.08,11966.54,Energy,-0.5215,1.47,-0.2782
3.53,2.15,0.1778,0.0845,58.76,4.4219,0.041,1.45,8331.78,Healthcare,0.0691,3.89,0.2038
8.22,2.69,0.1077,-0.1021,2.76,1.874,0.6577,1.29,35253.53,Consumer,0.3116,1.34,-0.0986
9.7,2.37,0.1455,0.2095,96.3,-2.1838,0.9517,0.58,10648.77,Finance,-0.0902,1.38,-0.1068
9.92,3.08,0.0332,0.1587,30.79,3.527,0.7774,1.46,5048.31,Healthcare,-0.6864,4.43,0.0321
10.04,0.89,0.2215,0.0544,45.0,-3.1229,0.4692,0.97,20672.11,Healthcare,1.3492,2.44,0.2644
11.6,1.44,-0.1026,0.0303,28.43,-0.609,0.0559,1.28,7551.97,Technology,-0.8941,2.27,-0.3
17.88,0.94,0.113,0.0482,72.84,0.1096,0.045,0.67,4614.57,Energy,-0.9809,1.74,-0.3
24.52,1.31,0.2113,0.0812,48.57,3.8481,0.1579,1.69,11057.28,Finance,-0.3525,2.94,-0.1197
7.24,3.03,0.0109,-0.0358,13.24,1.8253,0.9758,1.1,11318.36,Energy,1.1769,1.81,0.1227
4.65,1.76,0.152,-0.1282,10.42,-0.9275,0.3987,1.81,891.36,Energy,0.6693,3.15,0.1988
5.29,7.88,0.0655,0.2508,72.54,-1.8899,0.8434,0.46,15779.41,Healthcare,-0.0538,3.64,0.1372
8.25,1.85,0.0905,0.0222,23.71,2.0044,0.7051,0.5,325470.04,Finance,-1.0535,3.62,-0.1257
9.19,1.71,0.1957,0.1051,13.78,-1.0667,0.6054,0.89,1142.28,Consumer,-0.8782,2.46,-0.166
6.58,1.76,0.1358,0.1228,49.94,0.4335,0.9478,2.08,2965.64,Finance,-0.2804,3.82,0.0961
4.32,1.12,-0.0427,0.1283,80.28,-2.7396,0.2304,2.67,2105476.67,Technology,-0.4333,2.06,-0.1248
8.46,1.59,0.0419,-0.0961,27.88,1.1385,0.4549,0.64,1565.15,Healthcare,-0.4925,4.23,0.0031
14.09,3.24,0.198,-0.1714,27.64,0.9774,0.8647,1.03,106168.23,Finance,1.3958,1.0,0.0638
19.61,1.77,0.1559,-0.0083,83.39,-2.4832,0.5518,1.08,5128.6,Technology,3.0768,4.87,0.3
7.8,1.02,0.2599,0.1394,14.78,2.0632,0.2464,1.43,9138.76,Consumer,-0.7629,2.73,-0.0668
8.75,0.95,0.2546,-0.0292,61.67,1.1095,0.2089,1.56,6233.32,Energy,0.6624,2.34,0.1258
5.8,1.26,0.0926,0.0268,95.5,1.48,0.7529,0.57,18984.94,Energy,0.9083,3.5,0.2773
11.88,1.72,0.3203,0.3991,84.13,-0.7574,0.0128,1.03,343.95,Technology,-0.5238,4.52,0.1837
6.18,3.37,0.122,-0.1968,6.18,0.3579,0.9142,0.37,11760.73,Healthcare,-0.7815,2.41,-0.217
19.27,0.74,0.043,-0.0333,31.99,0.1268,0.0184,1.5,3616.55,Energy,-0.9231,1.28,-0.3
2.92,1.36,0.0693,0.3645,14.24,-0.2963,0.631,0.84,195.17,Healthcare,0.56,2.42,0.1594
9.14,1.8,-0.0605,0.0733,94.92,0.341,0.6047,0.55,76250.41,Healthcare,0.5686,1.02,-0.1044
15.5,0.55,0.2486,-0.0259,98.59,2.5129,0.5784,1.18,119.7,Energy,1.0956,1.74,0.1118
14.11,1.0,0.2476,0.2553,23.5,2.1499,0.4743,0.83,595342.69,Consumer,2.1353,1.21,0.3
105.05,1.1,0.0388,0.0883,66.97,-2.3637,0.8524,1.88,27831.02,Finance,0.538,2.55,-0.3
16.12,1.02,0.1018,0.0278,84.16,1.9708,0.6593,0.64,532.73,Energy,0.1105,1.24,-0.1781
5.46,1.85,0.1276,0.1089,23.37,2.3823,0.7819,3.04,117734.49,Finance,-0.9214,4.94,0.0813
11.29,1.5,0.0432,-0.0187,18.77,-0.3024,0.1155,1.53,1806.67,Healthcare,0.7794,4.13,0.2451
2.94,1.18,-0.0204,-0.0726,1.12,1.0169,0.0499,1.9,1979.01,Consumer,-2.9277,2.68,-0.3
11.42,2.13,0.1032,0.063,41.2,0.988,0.0285,0.6,220.98,Healthcare,-0.4046,4.16,0.0583
6.26,4.64,0.0943,-0.0716,89.94,-1.6999,0.1472,2.45,1439.53,Consumer,-2.0641,2.67,-0.3
25.34,4.41,0.0889,0.0816,90.3,-0.7639,0.667,0.55,1821.95,Technology,-0.3272,3.59,-0.0818
7.85,0.52,0.1378,0.1332,12.77,1.5016,0.494,0.9,41618.17,Consumer,0.8082,4.29,0.3
11.1,2.33,0.2344,0.208,20.44,-0.9916,0.7523,1.92,83649.25,Consumer,1.7465,3.74,0.3
